order_id,customer_id,order_date,product_category,revenue,quantity,price,age,gender,country
1583,560,2023-01-01,Home,444.67016919758953,1,444.67016919758953,46,F,IT
3388,780,2023-01-01,Home,182.0423498907541,1,182.0423498907541,48,M,USA
4054,330,2023-01-01,Home,523.5588745734378,2,261.7794372867189,69,F,USA
565,995,2023-01-01,Electronics,590.2325284822293,1,590.2325284822293,20,F,IT
3488,672,2023-01-01,Clothing,1376.249886263296,3,458.74996208776537,36,M,DE
2586,216,2023-01-01,Home,1389.428997406242,3,463.142999135414,45,M,IT
4644,398,2023-01-01,Clothing,1860.3471650008903,3,620.1157216669635,18,M,UK
3570,289,2023-01-01,Clothing,111.7885037539202,1,111.7885037539202,31,M,DE
669,572,2023-01-01,Clothing,1870.443111417717,4,467.6107778544293,25,M,USA
2146,760,2023-01-01,Sports,505.2037463836209,3,168.4012487945403,23,M,DE
4463,627,2023-01-01,Books,50.63406857851671,2,25.31703428925836,37,M,UK
4118,806,2023-01-01,Books,2555.555361359571,4,638.8888403398928,30,M,IT
2000,920,2023-01-01,Electronics,3738.0937445552263,4,934.5234361388068,38,M,UK
4306,181,2023-01-01,Electronics,360.8889757923152,1,360.8889757923152,19,M,UK
4503,940,2023-01-01,Home,928.7330127959168,3,309.5776709319723,75,M,IT
833,134,2023-01-01,Books,111.06263835604366,4,27.76565958901092,43,M,USA
1400,840,2023-01-02,Home,2799.068318787424,4,699.7670796968561,73,M,USA
4662,928,2023-01-02,Home,887.3932968112452,3,295.7977656037484,73,M,DE
657,9,2023-01-02,Home,278.99245501081384,1,278.99245501081384,63,M,DE
1421,617,2023-01-02,Clothing,1674.0694424505143,4,418.51736061262864,72,M,UK
700,397,2023-01-02,Clothing,873.4629057602099,2,436.73145288010494,60,M,USA
933,754,2023-01-02,Home,2103.956966256278,3,701.3189887520927,37,F,IT
3093,118,2023-01-02,Home,1520.0243019707952,2,760.0121509853976,40,M,FR
3548,270,2023-01-02,Books,2107.8346961237244,3,702.6115653745748,56,F,IT
4063,603,2023-01-02,Sports,1246.0438735443238,2,623.0219367721619,71,F,UK
4987,73,2023-01-02,Sports,590.212155804913,3,196.7373852683043,74,M,UK
3935,990,2023-01-02,Clothing,613.1042635876281,1,613.1042635876281,23,M,FR
4531,645,2023-01-02,Electronics,823.2297016613652,2,411.6148508306826,74,F,DE
2872,818,2023-01-03,Books,851.9531604324113,2,425.97658021620566,74,F,DE
840,213,2023-01-03,Sports,1563.243094207441,2,781.6215471037203,29,M,USA
3356,315,2023-01-03,Books,134.81763137627306,3,44.939210458757685,67,F,DE
3654,695,2023-01-03,Home,413.0209947872555,1,413.0209947872555,35,M,DE
2828,209,2023-01-03,Sports,2292.691644471468,3,764.230548157156,32,M,FR
609,371,2023-01-03,Clothing,1318.0118733509946,2,659.0059366754973,28,F,UK
3471,722,2023-01-03,Home,563.2397681984304,1,563.2397681984304,26,F,USA
2985,485,2023-01-03,Sports,3090.021462809736,4,772.505365702434,31,F,USA
1959,420,2023-01-03,Books,3069.416366125792,3,1023.1387887085974,68,M,IT
4774,80,2023-01-03,Home,2467.535184391821,4,616.8837960979553,25,F,UK
388,392,2023-01-03,Books,122.00741016362548,3,40.669136721208496,25,M,FR
4435,448,2023-01-03,Home,1605.1087077883017,4,401.2771769470754,21,F,UK
957,25,2023-01-03,Electronics,527.4016368247203,1,527.4016368247203,66,F,FR
1386,156,2023-01-04,Home,710.8471073091447,3,236.9490357697149,47,M,USA
426,326,2023-01-04,Books,3081.256882900272,3,1027.085627633424,66,F,DE
1572,243,2023-01-04,Clothing,833.4861494660051,2,416.7430747330026,67,F,UK
3020,491,2023-01-04,Sports,695.7938821524672,1,695.7938821524672,69,F,FR
3067,327,2023-01-04,Electronics,607.4687249510166,2,303.7343624755083,77,M,UK
1809,310,2023-01-04,Sports,1878.102614972346,3,626.0342049907821,22,F,USA
845,151,2023-01-04,Books,71.02129866343132,3,23.673766221143776,59,F,FR
87,834,2023-01-04,Electronics,298.3435814982279,1,298.3435814982279,65,M,USA
3349,649,2023-01-04,Clothing,193.0965957755508,2,96.5482978877754,72,M,FR
1766,532,2023-01-04,Books,26.16876001525062,1,26.16876001525062,45,M,FR
4892,164,2023-01-04,Electronics,993.7188554940886,1,993.7188554940886,24,M,UK
4900,861,2023-01-04,Home,798.5299056412214,1,798.5299056412214,58,M,FR
2778,490,2023-01-04,Clothing,785.4162760425586,3,261.8054253475196,39,M,UK
4183,438,2023-01-04,Clothing,2076.3078874441603,3,692.1026291480534,57,M,IT
4300,196,2023-01-05,Clothing,1356.7666324972872,2,678.3833162486436,20,F,FR
2157,617,2023-01-05,Sports,769.9456679630862,1,769.9456679630862,72,M,UK
1861,530,2023-01-05,Electronics,2011.9400272195855,2,1005.9700136097928,42,F,IT
2741,883,2023-01-05,Sports,717.1733213198673,1,717.1733213198673,66,M,UK
4460,525,2023-01-05,Electronics,1707.851359635308,3,569.2837865451027,49,F,FR
754,458,2023-01-05,Sports,884.7678851886802,4,221.19197129717008,38,M,IT
2335,67,2023-01-05,Sports,568.7870888979821,3,189.59569629932736,74,M,UK
747,409,2023-01-05,Home,329.8412347824034,2,164.9206173912017,75,M,IT
2526,33,2023-01-05,Electronics,572.056984890618,1,572.056984890618,38,M,USA
365,985,2023-01-05,Home,980.0305776553936,2,490.0152888276968,57,M,IT
1485,442,2023-01-05,Clothing,2039.3612483488664,2,1019.6806241744332,32,F,DE
3370,361,2023-01-05,Sports,2653.5179979545924,4,663.3794994886481,65,F,USA
2539,118,2023-01-06,Books,49.11193716684537,2,24.55596858342269,40,M,FR
4392,541,2023-01-06,Books,677.9310581773761,1,677.9310581773761,44,F,DE
1840,820,2023-01-06,Clothing,1710.5015987321497,2,855.2507993660748,21,F,USA
521,395,2023-01-06,Clothing,1347.4476642312586,2,673.7238321156293,74,M,USA
382,287,2023-01-06,Electronics,1739.8569661617007,2,869.9284830808504,45,F,DE
4110,14,2023-01-06,Electronics,2936.9749064319435,3,978.9916354773144,53,M,FR
2882,128,2023-01-06,Electronics,550.021230954751,1,550.021230954751,18,F,DE
193,313,2023-01-07,Clothing,1757.301576975016,3,585.7671923250053,38,M,DE
3557,135,2023-01-07,Electronics,589.7531825992943,1,589.7531825992943,21,M,UK
490,277,2023-01-07,Home,1371.71065241261,2,685.855326206305,55,F,USA
3798,624,2023-01-07,Sports,376.5167587704581,2,188.25837938522903,64,M,USA
482,365,2023-01-07,Home,2487.019365006094,4,621.7548412515235,67,M,IT
1771,803,2023-01-07,Sports,3361.155102267968,4,840.2887755669918,48,M,UK
2022,711,2023-01-07,Clothing,2873.8703476091373,3,957.9567825363793,37,F,DE
2788,268,2023-01-07,Books,2576.621128549672,4,644.155282137418,34,M,UK
4550,680,2023-01-07,Sports,631.9153414977171,1,631.9153414977171,47,M,DE
1075,741,2023-01-07,Clothing,286.30461603586275,1,286.30461603586275,76,M,DE
142,816,2023-01-07,Books,1875.156668973098,4,468.7891672432745,75,F,UK
605,282,2023-01-07,Home,703.7506109859769,3,234.58353699532563,79,M,UK
1029,271,2023-01-07,Books,45.87250541427135,2,22.936252707135672,77,F,UK
2593,957,2023-01-07,Home,524.1669361902482,2,262.0834680951241,69,F,IT
872,425,2023-01-07,Clothing,622.8860069637996,1,622.8860069637996,47,M,UK
263,975,2023-01-07,Clothing,337.5787921516906,3,112.52626405056354,53,F,UK
4678,496,2023-01-07,Books,586.0715324729543,3,195.3571774909848,49,M,DE
1251,916,2023-01-08,Sports,2369.3851963146485,3,789.7950654382162,68,F,DE
3679,982,2023-01-08,Clothing,1735.6982225638574,4,433.92455564096434,32,F,FR
3507,217,2023-01-08,Home,752.7234409718947,2,376.3617204859473,30,F,USA
1097,806,2023-01-08,Home,2696.6105857335897,3,898.8701952445299,30,M,IT
2075,158,2023-01-08,Books,42.322113742747305,1,42.322113742747305,59,M,USA
2215,443,2023-01-08,Books,2380.773245880052,3,793.5910819600173,67,M,FR
2257,213,2023-01-08,Electronics,1068.5928297804455,2,534.2964148902228,29,M,USA
2381,968,2023-01-08,Sports,710.8488708241036,1,710.8488708241036,29,F,UK
405,836,2023-01-08,Books,3625.44130828009,4,906.3603270700228,38,F,IT
1603,543,2023-01-08,Home,2221.102895669555,4,555.2757239173887,48,M,IT
1733,767,2023-01-08,Home,3573.669679515089,4,893.4174198787722,52,F,UK
219,615,2023-01-08,Clothing,874.1825222076441,1,874.1825222076441,68,F,UK
1684,127,2023-01-08,Books,80.3904753533469,3,26.7968251177823,26,M,FR
2264,815,2023-01-08,Clothing,3025.2381553172004,3,1008.4127184390668,35,F,USA
1746,476,2023-01-08,Home,810.0608330895793,1,810.0608330895793,32,F,DE
3900,612,2023-01-09,Electronics,1569.2525593394616,3,523.0841864464873,37,M,UK
4831,584,2023-01-09,Books,1038.535489007532,1,1038.535489007532,60,M,FR
1469,792,2023-01-09,Electronics,539.0263397927747,1,539.0263397927747,45,M,IT
1876,702,2023-01-09,Home,2659.43168930279,4,664.8579223256975,28,M,FR
2361,235,2023-01-09,Clothing,1500.879478471951,4,375.2198696179877,22,M,FR
1056,632,2023-01-09,Books,24.656011685794333,1,24.656011685794333,43,F,FR
2713,349,2023-01-09,Home,572.6846605840134,1,572.6846605840134,38,F,DE
2046,29,2023-01-09,Clothing,399.6553616973237,4,99.91384042433091,22,M,FR
2986,999,2023-01-09,Home,787.7459375756007,1,787.7459375756007,67,F,DE
4959,524,2023-01-09,Home,697.492180682286,1,697.492180682286,61,F,FR
2283,385,2023-01-09,Home,325.29410394960115,2,162.64705197480058,36,M,USA
2774,470,2023-01-09,Home,437.7156976558083,1,437.7156976558083,49,M,FR
3622,449,2023-01-09,Electronics,1653.4874132366308,3,551.1624710788769,31,F,USA
4122,4,2023-01-09,Home,851.495544681271,2,425.7477723406355,55,F,IT
2178,174,2023-01-09,Clothing,1341.538060158894,3,447.179353386298,52,F,UK
1753,23,2023-01-09,Home,1675.5994171611997,4,418.8998542902999,21,F,FR
525,827,2023-01-09,Clothing,420.0721025650931,1,420.0721025650931,35,F,USA
3318,320,2023-01-09,Sports,3205.1381967877,4,801.284549196925,54,M,IT
3350,419,2023-01-09,Home,1188.2842598061495,4,297.07106495153744,45,F,UK
1282,701,2023-01-09,Home,158.66880037186323,1,158.66880037186323,64,M,DE
100,725,2023-01-10,Home,3182.33783809238,4,795.5844595230949,22,F,USA
3168,137,2023-01-10,Home,508.2091448669964,2,254.1045724334982,72,M,USA
2888,913,2023-01-10,Clothing,1384.191585137558,2,692.095792568779,76,M,DE
1991,232,2023-01-10,Sports,211.43985776831877,1,211.43985776831877,36,M,FR
4673,201,2023-01-10,Home,526.7894415196419,1,526.7894415196419,30,M,UK
2470,580,2023-01-10,Clothing,2855.6747794853677,3,951.891593161789,52,F,USA
2561,493,2023-01-10,Electronics,1851.589257450937,2,925.7946287254686,37,M,UK
1381,328,2023-01-10,Books,101.3784976863811,4,25.344624421595277,28,M,IT
795,357,2023-01-10,Books,2544.3381812888097,4,636.0845453222024,58,M,FR
1919,832,2023-01-10,Home,826.8032749210306,2,413.4016374605153,41,M,USA
2550,86,2023-01-10,Clothing,1100.0426354042856,3,366.6808784680952,40,F,IT
3876,982,2023-01-10,Clothing,1246.2621969918555,3,415.4207323306186,32,F,FR
1171,91,2023-01-10,Home,551.1171288998986,1,551.1171288998986,22,F,USA
2120,663,2023-01-10,Electronics,711.667581844832,2,355.833790922416,79,M,FR
2078,54,2023-01-11,Sports,624.8344905015424,1,624.8344905015424,40,F,FR
4039,725,2023-01-11,Electronics,279.90710652211754,1,279.90710652211754,22,F,USA
4506,967,2023-01-11,Books,2085.852550242572,2,1042.926275121286,73,F,DE
4160,765,2023-01-11,Sports,1523.047439687968,2,761.5237198439839,56,M,DE
3927,523,2023-01-11,Electronics,380.9388526144405,1,380.9388526144405,40,M,FR
8,784,2023-01-11,Sports,2726.977840473318,3,908.992613491106,53,M,DE
3521,200,2023-01-11,Clothing,1158.8512965857803,2,579.4256482928902,42,F,USA
856,893,2023-01-11,Books,193.04927241638543,1,193.04927241638543,22,M,DE
4682,820,2023-01-11,Home,1109.15462117428,4,277.28865529357,21,F,USA
279,987,2023-01-11,Electronics,1404.6535548076038,4,351.16338870190094,59,F,USA
2747,105,2023-01-11,Sports,1509.3784361295766,2,754.6892180647883,56,F,IT
512,579,2023-01-11,Sports,1293.953704660309,4,323.48842616507727,57,F,IT
959,870,2023-01-11,Electronics,559.5538623713642,2,279.7769311856821,72,M,UK
986,332,2023-01-12,Home,1184.6852848574267,2,592.3426424287134,70,F,USA
3746,165,2023-01-12,Sports,615.0550769479831,2,307.5275384739916,69,M,IT
4109,458,2023-01-12,Sports,2427.0168963051387,3,809.0056321017129,38,M,IT
4102,688,2023-01-12,Books,46.03556519601885,2,23.017782598009425,62,F,DE
431,194,2023-01-12,Electronics,2799.214564720492,3,933.0715215734972,78,F,DE
764,836,2023-01-12,Clothing,1047.0242217211007,4,261.7560554302752,38,F,IT
443,612,2023-01-12,Clothing,1147.4436624702903,4,286.8609156175726,37,M,UK
1671,400,2023-01-12,Sports,2466.156398102997,4,616.5390995257493,68,M,UK
2819,66,2023-01-12,Home,654.0014277561288,4,163.5003569390322,64,F,USA
31,527,2023-01-12,Clothing,2872.8728296430527,3,957.6242765476844,39,F,DE
1030,802,2023-01-12,Clothing,650.8120116317231,1,650.8120116317231,71,F,DE
1620,262,2023-01-12,Home,696.1682989862193,1,696.1682989862193,77,F,UK
3534,215,2023-01-12,Sports,3710.186725061028,4,927.546681265257,49,M,UK
4637,875,2023-01-13,Sports,1664.509823798286,2,832.2549118991429,78,F,USA
1830,724,2023-01-13,Clothing,2505.947523863428,4,626.4868809658569,33,M,USA
3335,3,2023-01-13,Home,536.5029401252857,2,268.25147006264285,43,M,FR
4695,62,2023-01-13,Sports,1632.4775904371152,2,816.2387952185576,22,M,FR
2858,271,2023-01-13,Clothing,1948.711044380819,2,974.3555221904096,77,F,UK
2040,302,2023-01-13,Clothing,460.6590651631655,1,460.6590651631655,55,F,FR
1693,907,2023-01-13,Clothing,1898.871326489456,2,949.435663244728,29,F,IT
587,633,2023-01-13,Electronics,2296.550586417646,4,574.1376466044117,54,M,FR
4739,739,2023-01-13,Clothing,103.66570340982264,1,103.66570340982264,23,F,IT
302,556,2023-01-13,Electronics,1668.0616321121577,2,834.0308160560788,20,M,FR
2806,629,2023-01-13,Sports,1808.867020049676,3,602.955673349892,41,M,UK
286,848,2023-01-13,Home,466.9729422394524,1,466.9729422394524,20,F,UK
2281,296,2023-01-13,Sports,1324.1084482166357,2,662.0542241083178,72,M,UK
4859,774,2023-01-13,Home,1202.4748351921226,2,601.2374175960613,71,M,FR
4363,758,2023-01-13,Sports,2652.5620357817074,3,884.1873452605691,22,F,USA
13,209,2023-01-13,Books,702.2020097831995,1,702.2020097831995,32,M,FR
114,239,2023-01-13,Books,70.33409708810385,3,23.444699029367943,42,M,FR
743,807,2023-01-13,Electronics,2528.106786962924,4,632.026696740731,23,M,IT
4573,730,2023-01-13,Home,543.4984910343609,2,271.74924551718044,67,F,IT
367,902,2023-01-13,Clothing,1368.2376994918477,3,456.07923316394925,65,F,DE
4468,784,2023-01-13,Home,2476.536244242305,4,619.1340610605763,53,M,DE
1863,182,2023-01-13,Home,791.3597658451515,1,791.3597658451515,42,M,DE
4616,916,2023-01-13,Books,3131.75704672795,4,782.9392616819875,68,F,DE
685,432,2023-01-14,Home,819.6353067623827,3,273.2117689207942,49,F,USA
2416,303,2023-01-14,Electronics,647.6495421088907,1,647.6495421088907,32,M,IT
2683,930,2023-01-14,Clothing,538.2389129587289,2,269.11945647936443,38,M,IT
2997,624,2023-01-14,Sports,2624.778034926296,3,874.9260116420987,64,M,USA
2209,922,2023-01-14,Electronics,1661.1387970513465,3,553.7129323504488,43,F,USA
1850,132,2023-01-14,Home,2437.7984524191857,4,609.4496131047964,79,M,UK
2711,245,2023-01-14,Home,2204.936540257609,3,734.9788467525365,48,F,USA
4139,611,2023-01-14,Books,157.51378015315288,4,39.37844503828822,74,M,UK
3178,731,2023-01-15,Sports,1437.6752660963205,2,718.8376330481602,20,M,USA
2818,548,2023-01-15,Books,1232.5614360376894,2,616.2807180188447,61,M,UK
3223,27,2023-01-15,Sports,3319.692053027308,4,829.9230132568268,19,F,DE
2668,943,2023-01-15,Clothing,651.5126465249232,1,651.5126465249232,66,F,IT
4068,272,2023-01-15,Clothing,319.53490202077586,3,106.51163400692528,69,M,DE
4986,247,2023-01-15,Electronics,1222.2335757889325,4,305.5583939472331,32,F,FR
3024,503,2023-01-15,Clothing,2644.36996979594,3,881.4566565986466,75,M,FR
1745,696,2023-01-15,Books,104.50891457115652,4,26.127228642789127,69,M,UK
3775,781,2023-01-15,Electronics,1670.8052811634907,3,556.9350937211635,37,F,FR
1784,686,2023-01-15,Books,1710.9513571494338,3,570.3171190498113,36,M,FR
3600,759,2023-01-15,Clothing,873.9497271545102,2,436.9748635772551,53,M,USA
1337,777,2023-01-15,Home,1803.053170469748,3,601.017723489916,61,M,FR
4382,857,2023-01-15,Clothing,1939.7403055108907,4,484.9350763777227,38,M,USA
2200,230,2023-01-15,Home,699.467007379607,1,699.467007379607,77,M,DE
2957,950,2023-01-16,Home,517.5193541140995,3,172.5064513713665,61,F,UK
14,648,2023-01-16,Books,857.0224917655315,2,428.51124588276576,34,M,IT
3978,276,2023-01-16,Sports,2350.373027474594,3,783.4576758248646,77,F,UK
3649,820,2023-01-16,Clothing,2244.0930934751154,4,561.0232733687789,21,F,USA
913,570,2023-01-16,Home,2073.001066014496,3,691.000355338165,75,M,DE
1296,333,2023-01-16,Clothing,2880.8261301004964,3,960.2753767001656,43,F,USA
2458,397,2023-01-16,Books,1310.0081819927898,3,436.6693939975966,60,M,USA
1013,497,2023-01-16,Books,43.89693534825106,1,43.89693534825106,68,F,FR
548,539,2023-01-16,Sports,1966.018564057942,3,655.3395213526474,32,F,USA
626,818,2023-01-16,Home,615.8511511131165,1,615.8511511131165,74,F,DE
2285,992,2023-01-16,Clothing,113.36434117957909,1,113.36434117957909,19,M,UK
1642,949,2023-01-16,Home,1758.7239190935568,2,879.3619595467784,25,F,UK
4246,989,2023-01-16,Clothing,3580.3967983380376,4,895.0991995845094,37,M,UK
463,610,2023-01-16,Home,1043.6518736337443,2,521.8259368168722,70,F,DE
4586,738,2023-01-16,Home,1731.5915257984634,3,577.1971752661544,62,M,UK
2612,11,2023-01-16,Home,2285.100331226088,4,571.275082806522,57,F,IT
789,164,2023-01-16,Clothing,2886.266684546484,3,962.088894848828,24,M,UK
3092,607,2023-01-16,Books,1470.6017862274743,2,735.3008931137372,31,M,IT
2689,110,2023-01-16,Clothing,1010.4652583702654,1,1010.4652583702654,29,F,UK
4634,651,2023-01-16,Sports,1416.824316050216,2,708.412158025108,21,M,FR
4405,923,2023-01-16,Clothing,893.0757375857199,3,297.6919125285733,21,F,IT
404,62,2023-01-17,Home,2779.482826034027,4,694.8707065085067,22,M,FR
714,153,2023-01-17,Clothing,3709.3658073142446,4,927.3414518285612,35,F,IT
39,570,2023-01-17,Books,3954.8925617406335,4,988.7231404351584,75,M,DE
4362,526,2023-01-17,Home,1086.379193425632,3,362.126397808544,28,M,USA
4073,111,2023-01-17,Electronics,1288.6440570338923,2,644.3220285169463,55,M,UK
4795,320,2023-01-17,Electronics,728.2580458741015,2,364.1290229370508,54,M,IT
192,70,2023-01-17,Sports,888.5509897238973,1,888.5509897238973,59,M,USA
4340,217,2023-01-17,Books,2593.8382144436187,4,648.4595536109047,30,F,USA
2429,676,2023-01-17,Sports,1725.2945160954453,2,862.6472580477226,39,M,IT
3039,50,2023-01-17,Clothing,1353.462468016944,3,451.154156005648,55,F,USA
1573,727,2023-01-17,Clothing,782.5344467688436,3,260.84481558961454,69,M,UK
2467,713,2023-01-17,Clothing,929.5132154797752,3,309.8377384932584,64,M,IT
4738,304,2023-01-17,Home,979.362713817622,2,489.68135690881104,38,M,IT
805,942,2023-01-18,Clothing,379.5966285023255,1,379.5966285023255,43,M,FR
162,865,2023-01-18,Sports,3346.400649010641,4,836.6001622526603,21,M,USA
449,293,2023-01-18,Books,1657.9396287762236,3,552.6465429254079,39,M,UK
733,951,2023-01-18,Clothing,280.793814992496,1,280.793814992496,50,F,USA
1730,982,2023-01-18,Clothing,914.1588555663908,2,457.07942778319546,32,F,FR
3555,183,2023-01-18,Clothing,2627.97115157803,3,875.9903838593434,78,F,FR
2155,441,2023-01-18,Clothing,479.63121129515946,1,479.63121129515946,19,M,UK
3671,908,2023-01-18,Home,1194.5836278042657,4,298.6459069510664,41,F,FR
2698,135,2023-01-18,Electronics,3821.254941808846,4,955.3137354522116,21,M,UK
4760,804,2023-01-18,Home,1633.4139263129732,2,816.7069631564866,59,M,IT
2472,604,2023-01-18,Books,93.94355167811425,4,23.48588791952856,29,M,USA
4379,527,2023-01-18,Sports,742.3835466733819,4,185.59588666834549,39,F,DE
